Year,Program,Six Digit,Program Category,Four Digit,Program Family,Two Digit,Institution Type,Institution,Campus,County,FIPS,Certificate,Diploma,Total Awards
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Nashville,Main Campus,"Davidson County, Tennessee",47037,7,3,10
2019-20,Airframe Mechanics and Aircraft Maintenance Technology/Technician,47.0607,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Nashville,Nashville Technology Center- Extension Campus,"Davidson County, Tennessee",47037,0,28,28
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Nashville,TCAT - Portland Campus,"Sumner County, Tennessee",47165,6,5,11
2019-20,Manufacturing Engineering Technology/Technician,15.0613,Industrial Production Technologies/Technicians,15.06,Engineering/Engineering-Related Technologies/Technicians,15,TCAT,Nashville,TCAT - Portland Campus,"Sumner County, Tennessee",47165,1,2,3
2019-20,Building Construction Technology/Technician,46.0415,"Building/Construction Finishing, Management, and Inspection",46.04,Construction Trades,46,TCAT,Nashville,TCAT - Portland Campus,"Sumner County, Tennessee",47165,0,1,1
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Nashville,TCAT - Portland Campus,"Sumner County, Tennessee",47165,1,7,8
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Nashville,TCAT - Portland Campus,"Sumner County, Tennessee",47165,4,19,23
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Nashville,TCAT - Portland Campus,"Sumner County, Tennessee",47165,0,20,20
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Nashville,TCAT - Portland Campus,"Sumner County, Tennessee",47165,0,8,8
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Nashville,TTCN Extension Campus at Springfield,"Robertson County, Tennessee",47147,4,16,20
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Newbern,Dyersburg High School,"Dyer County, Tennessee",47045,8,6,14
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,2,0,2
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,5,16,21
2019-20,"Drafting and Design Technology/Technician, General",15.1301,Drafting/Design Engineering Technologies/Technicians,15.13,Engineering/Engineering-Related Technologies/Technicians,15,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,10,4,14
2019-20,"Electrical/Electronics Equipment Installation and Repair Technology/Technician, General",47.0101,Electrical/Electronics Maintenance and Repair Technologies/Technicians,47.01,Mechanic and Repair Technologies/Technicians,47,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,0,5,5
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,4,5,9
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,5,14,19
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,9,8,17
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,4,8,12
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Newbern,Main Campus,"Dyer County, Tennessee",47045,2,35,37
2019-20,Automation Engineer Technology/Technician,15.0406,Electromechanical Technologies/Technicians,15.04,Engineering/Engineering-Related Technologies/Technicians,15,TCAT,Newbern,TCAT Newbern - Bells Campus,"Crockett County, Tennessee",47033,7,6,13
2019-20,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Newbern,TCAT Newbern - Transportation Campus,"Dyer County, Tennessee",47045,12,11,23
2019-20,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,49.0205,Ground Transportation,49.02,Transportation and Materials Moving,49,TCAT,Newbern,TCAT Newbern - Transportation Campus,"Dyer County, Tennessee",47045,24,0,24
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Newbern,TCAT Newbern - Union City Campus,"Obion County, Tennessee",47131,9,9,18
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Newbern,TCAT Newbern - Union City Campus,"Obion County, Tennessee",47131,12,5,17
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Newbern,TCAT Newbern - Union City Campus,"Obion County, Tennessee",47131,1,1,2
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Oneida,Main Campus,"Scott County, Tennessee",47151,1,1,2
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Oneida,Main Campus,"Scott County, Tennessee",47151,2,1,3
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Oneida,Main Campus,"Scott County, Tennessee",47151,1,5,6
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Oneida,Main Campus,"Scott County, Tennessee",47151,2,3,5
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Oneida,Main Campus,"Scott County, Tennessee",47151,4,2,6
2019-20,Nursing Assistant/Aide and Patient Care Assistant/Aide,51.3902,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Oneida,Main Campus,"Scott County, Tennessee",47151,11,0,11
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Oneida,Main Campus,"Scott County, Tennessee",47151,13,2,15
2019-20,"Electrical and Power Transmission Installation/Installer, General",46.0301,Electrical and Power Transmission Installers,46.03,Construction Trades,46,TCAT,Oneida,Oneida Campus,"Scott County, Tennessee",47151,0,33,33
2019-20,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Oneida,Oneida Campus,"Scott County, Tennessee",47151,0,2,2
2019-20,Pharmacy Technician/Assistant,51.0805,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Oneida,Oneida Campus,"Scott County, Tennessee",47151,0,12,12
2019-20,Emergency Medical Technology/Technician (EMT Paramedic),51.0904,"Allied Health Diagnostic, Intervention, and Treatment Professions",51.09,Health Professions and Related Programs,51,TCAT,Oneida,Oneida Campus,"Scott County, Tennessee",47151,0,6,6
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Oneida,Oneida Campus,"Scott County, Tennessee",47151,0,23,23
2019-20,Nursing Assistant/Aide and Patient Care Assistant/Aide,51.3902,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Oneida,Oneida Campus,"Scott County, Tennessee",47151,10,0,10
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Paris,Benton County Government Building,"Benton County, Tennessee",47005,4,9,13
2019-20,Computer Systems Networking and Telecommunications,11.0901,Computer Systems Networking and Telecommunications,11.09,Computer and Information Sciences and Support Services,11,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,11,2,13
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,3,22,25
2019-20,Building/Property Maintenance,46.0401,"Building/Construction Finishing, Management, and Inspection",46.04,Construction Trades,46,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,3,11,14
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,8,8,16
2019-20,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,0,4,4
2019-20,Motorcycle Maintenance and Repair Technology/Technician,47.0611,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,0,4,4
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,2,4,6
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,1,15,16
2019-20,Health Information/Medical Records Technology/Technician,51.0707,Health and Medical Administrative Services,51.07,Health Professions and Related Programs,51,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,4,2,6
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,5,14,19
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Paris,Main Campus,"Henry County, Tennessee",47079,3,3,6
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Paris,Weakley County Center for Adults,"Weakley County, Tennessee",47183,2,19,21
2019-20,"Construction Trades, Other",46.9999,"Construction Trades, Other",46.99,Construction Trades,46,TCAT,Pulaski,Lawrenceburg Instructional Service,"Lawrence County, Tennessee",47099,2,10,12
2019-20,Computer Systems Networking and Telecommunications,11.0901,Computer Systems Networking and Telecommunications,11.09,Computer and Information Sciences and Support Services,11,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,5,10,15
2019-20,Manufacturing Engineering Technology/Technician,15.0613,Industrial Production Technologies/Technicians,15.06,Engineering/Engineering-Related Technologies/Technicians,15,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,1,0,1
2019-20,Electrician,46.0302,Electrical and Power Transmission Installers,46.03,Construction Trades,46,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,0,5,5
2019-20,Building Construction Technology/Technician,46.0415,"Building/Construction Finishing, Management, and Inspection",46.04,Construction Trades,46,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,1,10,11
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,13,7,20
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,14,12,26
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,4,9,13
2019-20,Medical/Clinical Assistant,51.0801,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,2,10,12
2019-20,Pharmacy Technician/Assistant,51.0805,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,0,4,4
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,0,41,41
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Pulaski,Main Campus,"Giles County, Tennessee",47055,0,12,12
2019-20,Building Construction Technology/Technician,46.0415,"Building/Construction Finishing, Management, and Inspection",46.04,Construction Trades,46,TCAT,Pulaski,North Lawrence Instructional Service Center,"Lawrence County, Tennessee",47099,0,1,1
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Pulaski,Northfield Instructional Service Center,"Lawrence County, Tennessee",47099,0,6,6
2019-20,"Construction Trades, Other",46.9999,"Construction Trades, Other",46.99,Construction Trades,46,TCAT,Pulaski,South Lawrence Instructional Service Center,"Lawrence County, Tennessee",47099,0,3,3
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Pulaski,South Lawrence Instructional Service Center,"Lawrence County, Tennessee",47099,5,0,5
2019-20,Medical/Clinical Assistant,51.0801,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Ripley,Crockett County Higher Education Center,"Crockett County, Tennessee",47033,5,5,10
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Ripley,Crockett County Higher Education Center,"Crockett County, Tennessee",47033,3,15,18
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Ripley,Main Campus,"Lauderdale County, Tennessee",47097,15,7,22
2019-20,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Ripley,Main Campus,"Lauderdale County, Tennessee",47097,2,10,12
2019-20,Manufacturing Engineering Technology/Technician,15.0613,Industrial Production Technologies/Technicians,15.06,Engineering/Engineering-Related Technologies/Technicians,15,TCAT,Ripley,Main Campus,"Lauderdale County, Tennessee",47097,9,0,9
2019-20,Electrician,46.0302,Electrical and Power Transmission Installers,46.03,Construction Trades,46,TCAT,Ripley,Main Campus,"Lauderdale County, Tennessee",47097,5,3,8
2019-20,Health Information/Medical Records Technology/Technician,51.0707,Health and Medical Administrative Services,51.07,Health Professions and Related Programs,51,TCAT,Ripley,Main Campus,"Lauderdale County, Tennessee",47097,0,6,6
2019-20,Emergency Medical Technology/Technician (EMT Paramedic),51.0904,"Allied Health Diagnostic, Intervention, and Treatment Professions",51.09,Health Professions and Related Programs,51,TCAT,Ripley,Main Campus,"Lauderdale County, Tennessee",47097,9,0,9
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Ripley,Main Campus,"Lauderdale County, Tennessee",47097,2,36,38
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Adult Education Center,"Bedford County, Tennessee",47003,2,9,11
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Don Sundquist Center of Advanced Technologies,"Bedford County, Tennessee",47003,11,11,22
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Franklin County Business Center,"Franklin County, Tennessee",47051,0,2,2
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Franklin County Extension Campus,"Franklin County, Tennessee",47051,0,6,6
2019-20,"System, Networking, and LAN/WAN Management/Manager",11.1002,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,18,23,41
2019-20,"Drafting and Design Technology/Technician, General",15.1301,Drafting/Design Engineering Technologies/Technicians,15.13,Engineering/Engineering-Related Technologies/Technicians,15,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,5,5,10
2019-20,Electrician,46.0302,Electrical and Power Transmission Installers,46.03,Construction Trades,46,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,1,12,13
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,5,16,21
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,5,54,59
2019-20,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,0,6,6
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,3,5,8
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,1,22,23
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,0,13,13
2019-20,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,49.0205,Ground Transportation,49.02,Transportation and Materials Moving,49,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,17,0,17
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,2,39,41
2019-20,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Shelbyville,Main Campus,"Bedford County, Tennessee",47003,6,10,16
2019-20,"System, Networking, and LAN/WAN Management/Manager",11.1002,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Shelbyville,Middle Tennessee Education Center,"Bedford County, Tennessee",47003,0,8,8
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Shelbyville,Middle Tennessee Education Center,"Bedford County, Tennessee",47003,0,2,2
2019-20,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Whiteville,Brownsville Extension Campus,"Haywood County, Tennessee",47075,1,6,7
2019-20,Health Information/Medical Records Technology/Technician,51.0707,Health and Medical Administrative Services,51.07,Health Professions and Related Programs,51,TCAT,Whiteville,Brownsville Extension Campus,"Haywood County, Tennessee",47075,3,5,8
2019-20,Computer Support Specialist,11.1006,Computer/Information Technology Administration and Management,11.10,Computer and Information Sciences and Support Services,11,TCAT,Whiteville,Main Campus,"Madison County, Tennessee",47113,3,6,9
2019-20,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Whiteville,Main Campus,"Madison County, Tennessee",47113,0,10,10
2019-20,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Whiteville,Main Campus,"Madison County, Tennessee",47113,2,9,11
2019-20,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Whiteville,Main Campus,"Madison County, Tennessee",47113,4,2,6
2019-20,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Whiteville,Main Campus,"Madison County, Tennessee",47113,1,2,3
2019-20,Medical/Clinical Assistant,51.0801,Allied Health and Medical Assisting Services,51.08,Health Professions and Related Programs,51,TCAT,Whiteville,Main Campus,"Madison County, Tennessee",47113,0,16,16
2019-20,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Whiteville,Main Campus,"Madison County, Tennessee",47113,0,24,24
2020-21,Computer Systems Networking and Telecommunications,11.0901,Computer Systems Networking and Telecommunications,11.09,Computer and Information Sciences and Support Services,11,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,0,9,9
2020-21,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,6,9,15
2020-21,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,0,8,8
2020-21,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,5,4,9
2020-21,Machine Tool Technology/Machinist,48.0501,Precision Metal Working,48.05,Precision Production,48,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,0,12,12
2020-21,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,8,4,12
2020-21,Licensed Practical/Vocational Nurse Training,51.3901,"Practical Nursing, Vocational Nursing and Nursing Assistants",51.39,Health Professions and Related Programs,51,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,0,31,31
2020-21,Executive Assistant/Executive Secretary,52.0402,Business Operations Support and Assistant Services,52.04,"Business, Management, Marketing, and Related Support Services",52,TCAT,Athens,Main Campus,"McMinn County, Tennessee",47107,1,11,12
2020-21,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,ChSCC - West Campus,"Hamilton County, Tennessee",47065,0,9,9
2020-21,Welding Technology/Welder,48.0508,Precision Metal Working,48.05,Precision Production,48,TCAT,Chattanooga,ChSCC - West Campus,"Hamilton County, Tennessee",47065,8,8,16
2020-21,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,49.0205,Ground Transportation,49.02,Transportation and Materials Moving,49,TCAT,Chattanooga,Kansita Building,"Hamilton County, Tennessee",47065,82,0,82
2020-21,"Applied Horticulture/Horticulture Operations, General",01.0601,Applied Horticulture and Horticultural Business Services,01.06,Agricultural/Animal/Plant/Veterinary Science and Related Fields,01,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,2,3,5
2020-21,"Cosmetology/Cosmetologist, General",12.0401,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,36,36
2020-21,Barbering/Barber,12.0402,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,6,6
2020-21,"Cosmetology and Related Personal Grooming Arts, Other",12.0499,Cosmetology and Related Personal Grooming Services,12.04,"Culinary, Entertainment, and Personal Services",12,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,21,6,27
2020-21,"Electrical and Power Transmission Installation/Installer, General",46.0301,Electrical and Power Transmission Installers,46.03,Construction Trades,46,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,44,44
2020-21,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)",47.02,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,29,29,58
2020-21,Heavy Equipment Maintenance Technology/Technician,47.0302,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,4,4
2020-21,Industrial Mechanics and Maintenance Technology/Technician,47.0303,Heavy/Industrial Equipment Maintenance Technologies/Technicians,47.03,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,25,25
2020-21,Autobody/Collision and Repair Technology/Technician,47.0603,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,7,16,23
2020-21,Automobile/Automotive Mechanics Technology/Technician,47.0604,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,20,17,37
2020-21,Diesel Mechanics Technology/Technician,47.0605,Vehicle Maintenance and Repair Technologies/Technicians,47.06,Mechanic and Repair Technologies/Technicians,47,TCAT,Chattanooga,Main Campus,"Hamilton County, Tennessee",47065,0,12,12
